Metric,Season,Player,FG%,3P%,FT%,PTS_per_MIN,Overall_Shooting%,BLK_per_GP,STL_per_GP
FT%,2012 - 2013,Roger Mason,0.43278688,0.41509435,0.90697676,0.30283135,0.46745563,0.1594203,0.3768116
FT%,2009 - 2010,Luke Ridnour,0.47813413,0.38121548,0.9071429,0.4844763,0.5203575,0.085365854,0.6585366
FT%,2007 - 2008,Ray Allen,0.44523326,0.39823008,0.907173,0.48521116,0.49791044,0.21917808,0.89041096
FT%,2015 - 2016,Mario Hezonja,0.43301436,0.34895834,0.9074074,0.33833522,0.44728917,0.21518987,0.49367088
FT%,2015 - 2016,Stephen Curry,0.5037547,0.4537246,0.9075,0.8796296,0.5443828,0.18987341,2.1392405
FT%,2007 - 2008,Ben Gordon,0.4340505,0.41040462,0.90784985,0.5830751,0.51053864,0.11111111,0.7638889
FT%,2017 - 2018,Marco Belinelli,0.44109946,0.37721518,0.90797544,0.4987416,0.4795764,0.15,0.825
FT%,1999 - 2000,Muggsy Bogues,0.4385475,0.33333334,0.90804595,0.23685731,0.51008064,0.05,0.8125
FT%,2007 - 2008,Jose Calderon,0.51909477,0.4293478,0.90833336,0.3712353,0.5489614,0.07317073,1.0609756
FT%,2002 - 2003,Steve Nash,0.46499103,0.4126394,0.90855455,0.53670233,0.54413474,0.07317073,1.0365853
FT%,2000 - 2001,Allan Houston,0.44867548,0.3809524,0.90879476,0.51049685,0.5189587,0.12820514,0.6666667
FT%,2012 - 2013,Brian Roberts,0.41682974,0.38562092,0.90909094,0.41924763,0.46153846,0.03846154,0.47435898
FT%,2012 - 2013,Steve Novak,0.41395348,0.42450142,0.90909094,0.32608032,0.43857494,0.09876543,0.34567901
FT%,2016 - 2017,Isaiah Thomas,0.46300068,0.37925696,0.90909094,0.85614175,0.54804915,0.17105263,0.92105263
FT%,2005 - 2006,Sarunas Jasikevicius,0.3962704,0.3644068,0.9097744,0.35109115,0.47243106,0.053333335,0.53333336
FT%,2009 - 2010,Chauncey Billups,0.41787943,0.3857494,0.91015625,0.5732075,0.5449229,0.12328767,1.1232877
FT%,2001 - 2002,Reggie Miller,0.45345017,0.40632054,0.9107692,0.45136726,0.5294468,0.12658228,1.113924
FT%,2011 - 2012,J.J. Redick,0.42465752,0.41791046,0.91082805,0.42561632,0.49851337,0.092307694,0.41538462
FT%,2010 - 2011,Shannon Brown,0.42457232,0.3490566,0.9108911,0.45399478,0.45920503,0.19512194,0.81707317
FT%,1999 - 2000,Darrell Armstrong,0.43252903,0.33995038,0.91093117,0.5135135,0.4782363,0.1097561,2.0609756
FT%,2016 - 2017,C.J. McCollum,0.48022208,0.4214123,0.91156465,0.65708053,0.5266789,0.525,0.9
FT%,2010 - 2011,Steve Nash,0.4919852,0.39512196,0.9116466,0.442967,0.55889326,0.053333335,0.64
FT%,2008 - 2009,Mo Williams,0.46714032,0.43571427,0.9122807,0.50915635,0.5169109,0.11111111,0.8518519
FT%,2018 - 2019,Damian Lillard,0.444227,0.36858475,0.9122807,0.72835547,0.51543325,0.425,1.1
FT%,2008 - 2009,Chauncey Billups,0.41836736,0.40806046,0.91266376,0.50208,0.53950953,0.2278481,1.1772152
FT%,2008 - 2009,Steve Novak,0.44444445,0.4160839,0.9130435,0.4238091,0.44822696,0.07042254,0.28169015
FT%,2009 - 2010,Ray Allen,0.47687563,0.36340854,0.9130435,0.46255898,0.51692307,0.3125,0.8
FT%,2006 - 2007,Kyle Korver,0.4402367,0.42996743,0.9138756,0.46632576,0.5106539,0.27027026,0.7702703
FT%,2014 - 2015,Stephen Curry,0.48695004,0.44272447,0.91394657,0.7270779,0.5365749,0.2,2.0375
FT%,2004 - 2005,Damon Stoudamire,0.39227468,0.36938775,0.91457283,0.46234614,0.44228694,0.024691358,1.0617284
FT%,2009 - 2010,Dirk Nowitzki,0.48128343,0.4214876,0.9146758,0.66703963,0.59328187,0.97530866,0.86419755
FT%,2011 - 2012,Ray Allen,0.45841786,0.45299146,0.9150943,0.41853034,0.515006,0.17391305,1.0652174
FT%,2005 - 2006,Peja Stojakovic,0.43713164,0.4009901,0.9153846,0.49594402,0.5023781,0.14084508,0.63380283
FT%,2007 - 2008,Kyle Korver,0.44347826,0.375,0.9153846,0.4270791,0.4845155,0.38666666,0.56
FT%,2002 - 2003,Ray Allen,0.43873808,0.3771107,0.915942,0.59479165,0.49754575,0.18421052,1.3552631
FT%,2019 - 2020,Khris Middleton,0.49736008,0.41525424,0.9162996,0.70002156,0.5405759,0.11290322,0.8548387
FT%,2003 - 2004,Steve Nash,0.4698225,0.40466926,0.9163347,0.4316877,0.5402809,0.102564104,0.85897434
FT%,2017 - 2018,Damian Lillard,0.43886927,0.3608903,0.91635686,0.73483145,0.51936483,0.369863,1.0684931
FT%,2018 - 2019,Stephen Curry,0.47164178,0.43703705,0.9163763,0.80684596,0.51251537,0.36231884,1.3333334
FT%,2010 - 2011,Chauncey Billups,0.42695215,0.40220386,0.9164678,0.5229211,0.55139595,0.19444445,0.9861111
FT%,2007 - 2008,Eddie House,0.4086629,0.39261746,0.9166667,0.39448798,0.42427745,0.12820514,0.75641024
FT%,2007 - 2008,Chauncey Billups,0.4481186,0.4005848,0.9176201,0.5249385,0.56219804,0.21794872,1.2948718
FT%,2007 - 2008,Darius Songaila,0.45824412,0.0,0.91780823,0.31849182,0.5184502,0.2,0.6625
FT%,2006 - 2007,Michael Finley,0.4117647,0.36363637,0.9183673,0.4058575,0.4460363,0.19512194,0.3902439
FT%,2017 - 2018,Chris Paul,0.45989975,0.37994722,0.91855204,0.5854002,0.5107296,0.2413793,1.6551725
FT%,1999 - 2000,Reggie Miller,0.4476465,0.40841585,0.91871923,0.49213257,0.5424095,0.30864197,1.0493827
FT%,2002 - 2003,Allan Houston,0.4450512,0.39555556,0.91898733,0.59362936,0.5164502,0.085365854,0.6585366
FT%,2017 - 2018,Courtney Lee,0.45430464,0.40647483,0.91935486,0.3952552,0.4926534,0.2236842,1.0526316
FT%,2019 - 2020,Devin Booker,0.48869836,0.35427135,0.9194499,0.74169916,0.56438357,0.25714287,0.7
FT%,2004 - 2005,Peja Stojakovic,0.44389763,0.40184757,0.92,0.52446723,0.50928074,0.18181819,1.1969697
FT%,2007 - 2008,Malik Allen,0.48012233,0.5,0.92,0.3084786,0.51129943,0.42465752,0.26027396
FT%,2017 - 2018,Stephen Curry,0.49537036,0.4231537,0.9205298,0.8252606,0.5506899,0.15686275,1.5686275
FT%,2004 - 2005,Earl Boykins,0.41262135,0.33734939,0.9207921,0.46968997,0.52204174,0.14634146,0.9512195
FT%,2008 - 2009,Sasha Vujacic,0.38653368,0.3632287,0.92105263,0.35648006,0.43714285,0.0875,0.9625
FT%,2005 - 2006,Steve Nash,0.5123106,0.4385965,0.9211469,0.53243226,0.56529516,0.15189873,0.7721519
FT%,2001 - 2002,Jon Barry,0.48757172,0.46899223,0.9230769,0.37210473,0.5389755,0.24390244,1.1341463
FT%,2007 - 2008,Quincy Douby,0.39402986,0.3442623,0.9230769,0.40387908,0.4361493,0.16216215,0.4054054
FT%,2013 - 2014,Kyle Korver,0.47454843,0.4719388,0.9255319,0.35291675,0.51232874,0.33802816,0.9859155
FT%,2019 - 2020,Brad Wanamaker,0.44751382,0.3627451,0.9264706,0.35570812,0.5416667,0.1971831,0.85915494
FT%,2003 - 2004,Peja Stojakovic,0.479798,0.433213,0.9270588,0.6017157,0.54926,0.17283951,1.3333334
FT%,2011 - 2012,Jamal Crawford,0.38398916,0.30769232,0.92718446,0.5190054,0.46051538,0.23333333,0.9166667
FT%,2018 - 2019,Malcolm Brogdon,0.5053476,0.4262295,0.92763156,0.54648685,0.5445804,0.203125,0.71875
FT%,2003 - 2004,Steve Smith,0.40614334,0.40186915,0.92771083,0.38577586,0.49482402,0.08450704,0.2112676
FT%,2000 - 2001,Reggie Miller,0.43962586,0.36637932,0.9281609,0.48003772,0.5080483,0.18518518,1.0
FT%,2007 - 2008,Peja Stojakovic,0.43957114,0.4408397,0.9285714,0.4658282,0.48047337,0.12987013,0.74025977
FT%,2019 - 2020,Duncan Robinson,0.47016013,0.44554454,0.9305556,0.45391577,0.48351648,0.26027396,0.47945204
FT%,2004 - 2005,Jim Jackson,0.42611682,0.41355932,0.9310345,0.33802816,0.45347592,0.078125,0.546875
FT%,2011 - 2012,Anthony Morrow,0.41337386,0.37062937,0.9326923,0.45648986,0.45324427,0.14516129,0.7419355
FT%,2004 - 2005,Reggie Miller,0.43671766,0.32214764,0.9328358,0.46270785,0.51361865,0.07575758,0.75757575
FT%,2008 - 2009,Steve Nash,0.50293773,0.4390244,0.93333334,0.46698874,0.5600612,0.13513513,0.7432432
FT%,2010 - 2011,Stephen Curry,0.47958216,0.44152048,0.9339207,0.55162716,0.5351418,0.27027026,1.472973
FT%,2009 - 2010,Steve Nash,0.506599,0.42611682,0.93777776,0.5011655,0.55562955,0.14814815,0.5185185
FT%,2013 - 2014,Brian Roberts,0.41996557,0.35955057,0.9398496,0.4061675,0.485426,0.097222224,0.5972222
FT%,1999 - 2000,Jeff Hornacek,0.49175823,0.47826087,0.95,0.44678855,0.56883365,0.20779221,0.85714287
FT%,2008 - 2009,Ray Allen,0.4798077,0.40946501,0.9518072,0.49864385,0.5267606,0.16455697,0.87341774
FT%,2019 - 2020,Tony Snell,0.4450262,0.4015748,1.0,0.28883067,0.4550898,0.2542373,0.5423729
PTS_per_MIN,2010 - 2011,Kevin Durant,0.46228868,0.35024154,0.88,0.7113935,0.5519604,0.974359,1.1282052
PTS_per_MIN,2008 - 2009,Danny Granger,0.44714174,0.40444446,0.87826085,0.7128125,0.5290352,1.4477612,1.0298507
PTS_per_MIN,2016 - 2017,Lou Williams,0.4288577,0.36547086,0.8796499,0.7128524,0.5223566,0.24691358,0.9876543
PTS_per_MIN,2006 - 2007,Gilbert Arenas,0.41795865,0.3510274,0.8440111,0.71557266,0.511579,0.17567568,1.8783784
PTS_per_MIN,2010 - 2011,Carmelo Anthony,0.4550898,0.37848607,0.8380165,0.7160252,0.5451462,0.5974026,0.8831169
PTS_per_MIN,2001 - 2002,Allen Iverson,0.39844218,0.29104477,0.8119658,0.7181541,0.48295003,0.21666667,2.8
PTS_per_MIN,2013 - 2014,Kevin Love,0.45742434,0.37623763,0.821485,0.7187556,0.5314576,0.45454547,0.76623374
PTS_per_MIN,2016 - 2017,Kyrie Irving,0.47253522,0.40136054,0.9054878,0.71932185,0.5230699,0.33333334,1.1527778
PTS_per_MIN,2013 - 2014,LeBron James,0.5668884,0.37908497,0.75042737,0.7198732,0.5891266,0.33766234,1.5714285
PTS_per_MIN,2004 - 2005,Amar'e Stoudemire,0.55913174,0.1875,0.73333335,0.7202216,0.6208663,1.625,0.9625
PTS_per_MIN,2010 - 2011,Kevin Martin,0.4364641,0.38344225,0.88789237,0.72084534,0.5524008,0.1875,1.0
PTS_per_MIN,2018 - 2019,Kyrie Irving,0.48670426,0.40092167,0.8734694,0.7208672,0.51666665,0.5074627,1.5373135
PTS_per_MIN,2005 - 2006,Carmelo Anthony,0.48091602,0.24342105,0.8081805,0.7217442,0.5614468,0.525,1.1
PTS_per_MIN,2002 - 2003,Kobe Bryant,0.45114344,0.38271606,0.84291726,0.72339803,0.5379939,0.81707317,2.207317
PTS_per_MIN,2011 - 2012,LeBron James,0.5312233,0.36241612,0.77091634,0.72349757,0.5835165,0.8064516,1.8548387
PTS_per_MIN,2006 - 2007,Dwyane Wade,0.49064448,0.2658228,0.80747664,0.72360927,0.58692896,1.2156863,2.0980392
PTS_per_MIN,2011 - 2012,Kobe Bryant,0.4296407,0.3031359,0.8447894,0.7239495,0.5024108,0.31034482,1.1896552
PTS_per_MIN,2004 - 2005,Allen Iverson,0.4240924,0.30769232,0.8346056,0.7252678,0.52039427,0.12,2.4
PTS_per_MIN,2002 - 2003,Shaquille O'Neal,0.5739059,0.0,0.62206894,0.72623277,0.59194213,2.3731344,0.5671642
PTS_per_MIN,2011 - 2012,Kevin Durant,0.49575946,0.3866279,0.86027944,0.7265444,0.56349206,1.1666666,1.3333334
PTS_per_MIN,2000 - 2001,Shaquille O'Neal,0.57172996,0.0,0.5133745,0.7267442,0.5475793,2.7567568,0.6351351
PTS_per_MIN,2014 - 2015,Stephen Curry,0.48695004,0.44272447,0.91394657,0.7270779,0.5365749,0.2,2.0375
PTS_per_MIN,2007 - 2008,Kobe Bryant,0.45857987,0.36144578,0.8396226,0.7276885,0.54373026,0.4878049,1.8414634
PTS_per_MIN,2019 - 2020,Paul George,0.43861893,0.4120735,0.875576,0.7280288,0.5,0.41666666,1.4166666
PTS_per_MIN,2018 - 2019,Damian Lillard,0.444227,0.36858475,0.9122807,0.72835547,0.51543325,0.425,1.1
PTS_per_MIN,2017 - 2018,Giannis Antetokounmpo,0.52924395,0.30714285,0.75975037,0.7307162,0.5826844,1.4133333,1.4533334
PTS_per_MIN,2012 - 2013,Kevin Durant,0.5101186,0.41616768,0.90533334,0.73102695,0.61541516,1.2962962,1.4320987
PTS_per_MIN,2009 - 2010,Dwyane Wade,0.47584382,0.30041152,0.7606838,0.7323449,0.53990227,1.0649351,1.8441558
PTS_per_MIN,2019 - 2020,LeBron James,0.4934766,0.34823528,0.6929134,0.73306566,0.5002371,0.53731346,1.1641791
PTS_per_MIN,2019 - 2020,Zach LaVine,0.44954127,0.38016528,0.8023952,0.7336722,0.49132374,0.46666667,1.4666667
PTS_per_MIN,2018 - 2019,Kemba Walker,0.43408552,0.35567716,0.84444445,0.7342975,0.47853404,0.41463414,1.2439024
PTS_per_MIN,2017 - 2018,Damian Lillard,0.43886927,0.3608903,0.91635686,0.73483145,0.51936483,0.369863,1.0684931
PTS_per_MIN,2005 - 2006,LeBron James,0.47997805,0.33509234,0.73832923,0.73721474,0.5314987,0.835443,1.556962
PTS_per_MIN,2009 - 2010,Carmelo Anthony,0.4580559,0.315508,0.83006537,0.73760533,0.54541504,0.4347826,1.2753624
PTS_per_MIN,2018 - 2019,Karl-Anthony Towns,0.51826483,0.4,0.83555555,0.73879045,0.5658329,1.6233766,0.8701299
PTS_per_MIN,2000 - 2001,Jerry Stackhouse,0.40166062,0.35095137,0.82222223,0.7402799,0.50031155,0.675,1.2125
PTS_per_MIN,2000 - 2001,Allen Iverson,0.42029786,0.32026145,0.81363004,0.74085265,0.50916135,0.28169015,2.5070422
PTS_per_MIN,1999 - 2000,Shaquille O'Neal,0.57417417,0.0,0.52427185,0.7410686,0.55742973,3.0253165,0.4556962
PTS_per_MIN,2019 - 2020,Devin Booker,0.48869836,0.35427135,0.9194499,0.74169916,0.56438357,0.25714287,0.7
PTS_per_MIN,2007 - 2008,Amar'e Stoudemire,0.5895954,0.16129032,0.804631,0.7430514,0.6595965,2.063291,0.8101266
PTS_per_MIN,2007 - 2008,LeBron James,0.48355663,0.31476322,0.71206224,0.7433593,0.5252525,1.08,1.84
PTS_per_MIN,2008 - 2009,Kobe Bryant,0.46728972,0.35119048,0.85638297,0.7434806,0.5363706,0.4512195,1.4634147
PTS_per_MIN,2014 - 2015,James Harden,0.44013605,0.37477478,0.86771846,0.74376005,0.5510706,0.7407407,1.9012346
PTS_per_MIN,2017 - 2018,LeBron James,0.54240507,0.36699507,0.7306968,0.74393547,0.5538339,0.86585367,1.4146341
PTS_per_MIN,2010 - 2011,Kobe Bryant,0.4514948,0.32303372,0.8284734,0.7478317,0.51900697,0.14634146,1.2073171
PTS_per_MIN,2018 - 2019,Kevin Durant,0.5213304,0.3530928,0.8853755,0.7502961,0.5735617,1.0769231,0.74358976
PTS_per_MIN,2016 - 2017,Kevin Durant,0.537037,0.375,0.875,0.7510626,0.583043,1.5967742,1.0645162
PTS_per_MIN,2016 - 2017,Damian Lillard,0.44422042,0.36960277,0.89541286,0.75155026,0.52182233,0.26666668,0.9066667
PTS_per_MIN,2018 - 2019,Lou Williams,0.42530757,0.36082473,0.87628865,0.7517061,0.52978057,0.14666666,0.76
PTS_per_MIN,2001 - 2002,Shaquille O'Neal,0.5788618,0.0,0.55509067,0.7522709,0.5698152,2.0447762,0.6119403
PTS_per_MIN,2008 - 2009,LeBron James,0.48915064,0.34375,0.77952754,0.75442046,0.549112,1.1481482,1.691358
PTS_per_MIN,2017 - 2018,Joel Embiid,0.48295453,0.3084112,0.7687366,0.7556346,0.5382844,1.7619047,0.63492066
PTS_per_MIN,2006 - 2007,Carmelo Anthony,0.4755678,0.26845637,0.8080986,0.7567589,0.5483871,0.35384616,1.1846154
PTS_per_MIN,2016 - 2017,Stephen Curry,0.46777546,0.41064638,0.8977901,0.7577136,0.51040864,0.21518987,1.7974683
PTS_per_MIN,2019 - 2020,Russell Westbrook,0.47150663,0.25821596,0.7631579,0.7578567,0.5064034,0.3508772,1.6315789
PTS_per_MIN,2018 - 2019,Devin Booker,0.46693227,0.32608697,0.8656388,0.75821775,0.52472913,0.203125,0.875
PTS_per_MIN,2017 - 2018,Kyrie Irving,0.49126035,0.4078624,0.8888889,0.7590349,0.53105414,0.28333333,1.0833334
PTS_per_MIN,2019 - 2020,Anthony Davis,0.5027372,0.33027524,0.8457143,0.7591255,0.58020663,2.3064516,1.467742
PTS_per_MIN,2018 - 2019,Paul George,0.43804213,0.38573316,0.8388889,0.7598367,0.49879766,0.44155845,2.2077923
PTS_per_MIN,2015 - 2016,James Harden,0.43908474,0.35920852,0.86021507,0.76041734,0.5355191,0.6219512,1.695122
PTS_per_MIN,2009 - 2010,LeBron James,0.5026178,0.33333334,0.767141,0.76139736,0.55431545,1.0131578,1.6447369
PTS_per_MIN,2016 - 2017,Kawhi Leonard,0.4847561,0.37984496,0.87992495,0.7629824,0.5609319,0.7432432,1.7972972
PTS_per_MIN,2009 - 2010,Kevin Durant,0.47601917,0.36467236,0.9,0.76312786,0.5869185,1.0243902,1.3658537
PTS_per_MIN,2005 - 2006,Allen Iverson,0.44731066,0.32286996,0.814234,0.76590943,0.5434934,0.1388889,1.9444444
PTS_per_MIN,2017 - 2018,Kevin Durant,0.5155483,0.41888618,0.8886139,0.7707195,0.5698872,1.75,0.7352941
PTS_per_MIN,2016 - 2017,DeMar DeRozan,0.46666667,0.26612905,0.8423493,0.7709335,0.56088084,0.17567568,1.054054
PTS_per_MIN,2017 - 2018,Anthony Davis,0.53351575,0.33950618,0.8277592,0.77363056,0.59855986,2.5733333,1.5333333
PTS_per_MIN,2012 - 2013,Carmelo Anthony,0.44929484,0.37922704,0.8300781,0.77363205,0.5180124,0.47761193,0.7761194
PTS_per_MIN,2006 - 2007,Kobe Bryant,0.46272054,0.34422112,0.86848956,0.7739593,0.55319875,0.46753246,1.4415585
PTS_per_MIN,2016 - 2017,Anthony Davis,0.5045872,0.29850745,0.80216384,0.7751967,0.5760728,2.2266667,1.2533333
PTS_per_MIN,2018 - 2019,LeBron James,0.509589,0.33944955,0.6650718,0.7768143,0.5146739,0.6,1.3090909
PTS_per_MIN,2019 - 2020,Joel Embiid,0.47690386,0.33139536,0.80689657,0.77827215,0.56107956,1.2745098,0.88235295
PTS_per_MIN,2015 - 2016,DeMarcus Cousins,0.4512012,0.33333334,0.71794873,0.77834177,0.5201814,1.4153847,1.5538461
PTS_per_MIN,2019 - 2020,Karl-Anthony Towns,0.5080386,0.41155234,0.79646015,0.7801179,0.5422222,1.2,0.94285715
PTS_per_MIN,2018 - 2019,Kawhi Leonard,0.49601418,0.37086093,0.8544601,0.7822763,0.55788904,0.4,1.7666667
PTS_per_MIN,2008 - 2009,Dwyane Wade,0.49108684,0.31654677,0.76523995,0.7828084,0.54949784,1.3417722,2.1898735
PTS_per_MIN,2018 - 2019,Anthony Davis,0.5165692,0.33103448,0.79445726,0.78486484,0.57481295,2.4107144,1.5714285
PTS_per_MIN,2015 - 2016,Kevin Durant,0.5054308,0.3875,0.89759034,0.78716636,0.56422216,1.1805556,0.9583333
PTS_per_MIN,2016 - 2017,DeMarcus Cousins,0.45181563,0.36088154,0.7716418,0.7877018,0.525355,1.2916666,1.3888888
PTS_per_MIN,2016 - 2017,James Harden,0.4396608,0.34656084,0.84676504,0.7995385,0.53059936,0.4691358,1.4938271
PTS_per_MIN,2019 - 2020,Damian Lillard,0.46256486,0.40059346,0.8880309,0.7996119,0.53286105,0.33333334,1.060606
PTS_per_MIN,2018 - 2019,Stephen Curry,0.47164178,0.43703705,0.9163763,0.80684596,0.51251537,0.36231884,1.3333334
PTS_per_MIN,2002 - 2003,Tracy McGrady,0.45725316,0.3861607,0.7933884,0.8148273,0.52828926,0.7866667,1.6533333
PTS_per_MIN,2018 - 2019,Joel Embiid,0.48373646,0.30038023,0.8043143,0.8174349,0.5594505,1.90625,0.71875
PTS_per_MIN,2014 - 2015,Russell Westbrook,0.42624065,0.2986111,0.8348624,0.81935877,0.5217571,0.20895523,2.0895522
PTS_per_MIN,2017 - 2018,Stephen Curry,0.49537036,0.4231537,0.9205298,0.8252606,0.5506899,0.15686275,1.5686275
PTS_per_MIN,2013 - 2014,Kevin Durant,0.5029621,0.3910387,0.8732919,0.83063716,0.5844504,0.72839504,1.2716049
PTS_per_MIN,2019 - 2020,Kawhi Leonard,0.46954986,0.37846154,0.88557214,0.83486634,0.5435484,0.57894737,1.8070176
PTS_per_MIN,2019 - 2020,Trae Young,0.43714973,0.36091548,0.8604651,0.8386397,0.5185185,0.13333334,1.0833334
PTS_per_MIN,2018 - 2019,Giannis Antetokounmpo,0.57818764,0.25615764,0.728863,0.8454885,0.5959738,1.5277778,1.2777778
PTS_per_MIN,2019 - 2020,Bradley Beal,0.4551036,0.35343036,0.84245074,0.8479447,0.5122713,0.40350878,1.245614
PTS_per_MIN,2016 - 2017,Isaiah Thomas,0.46300068,0.37925696,0.90909094,0.85614175,0.54804915,0.17105263,0.92105263
PTS_per_MIN,2017 - 2018,James Harden,0.44927537,0.367036,0.85832185,0.8589462,0.531401,0.6944444,1.75
PTS_per_MIN,2019 - 2020,Luka Doncic,0.4629482,0.31608135,0.7580071,0.8591804,0.4995759,0.22950819,0.9836066
PTS_per_MIN,2005 - 2006,Kobe Bryant,0.45006904,0.34749034,0.84981686,0.86431056,0.52820516,0.375,1.8375
PTS_per_MIN,2015 - 2016,Stephen Curry,0.5037547,0.4537246,0.9075,0.8796296,0.5443828,0.18987341,2.1392405
PTS_per_MIN,2016 - 2017,Russell Westbrook,0.42452344,0.34305316,0.8452381,0.9130171,0.5154578,0.38271606,1.6296296
PTS_per_MIN,2019 - 2020,James Harden,0.44385734,0.35468563,0.865,0.9405462,0.52676594,0.88235295,1.8382353
PTS_per_MIN,2019 - 2020,Giannis Antetokounmpo,0.55331177,0.30375427,0.6327504,0.9687516,0.5425926,1.0476191,0.96825397
PTS_per_MIN,2018 - 2019,James Harden,0.44159245,0.36770427,0.8787879,0.98301184,0.5204216,0.74358976,2.025641
Overall_Shooting%,2016 - 2017,Clint Capela,0.64298403,0.0,0.53107345,0.5272997,0.61621624,1.2153846,0.52307695
Overall_Shooting%,2011 - 2012,Nikola Pekovic,0.5638766,0.0,0.7433155,0.5150724,0.61622465,0.65957445,0.61702126
Overall_Shooting%,2007 - 2008,Kendrick Perkins,0.61494255,0.0,0.6229508,0.2834728,0.6165413,1.4615384,0.3974359
Overall_Shooting%,2016 - 2017,Jonas Valanciunas,0.5569801,0.5,0.8110599,0.46429437,0.616721,0.7875,0.4625
Overall_Shooting%,2019 - 2020,Brandon Clarke,0.6179541,0.359375,0.7589286,0.53846157,0.6167939,0.82758623,0.55172414
Overall_Shooting%,2019 - 2020,DeMar DeRozan,0.5309819,0.25714287,0.8447894,0.64928335,0.6169381,0.29411766,1.0294118
Overall_Shooting%,2018 - 2019,JaVale McGee,0.624025,0.083333336,0.6315789,0.5368686,0.6173913,1.9733334,0.62666667
Overall_Shooting%,2017 - 2018,Kyle O'Quinn,0.5833333,0.23529412,0.77165353,0.39665368,0.61742425,1.2727273,0.46753246
Overall_Shooting%,2018 - 2019,Bam Adebayo,0.5761317,0.2,0.7345133,0.38115653,0.6176066,0.79268295,0.86585367
Overall_Shooting%,2018 - 2019,Jakob Poeltl,0.6448276,0.0,0.5326087,0.33239037,0.6178011,0.8831169,0.37662336
Overall_Shooting%,2018 - 2019,Montrezl Harrell,0.6148649,0.1764706,0.6425121,0.6306181,0.6178923,1.3414634,0.86585367
Overall_Shooting%,2017 - 2018,Deyonta Davis,0.60754716,0.0,0.6666667,0.38192233,0.6180124,0.62903225,0.24193548
Overall_Shooting%,2007 - 2008,Mikki Moore,0.5766871,0.0,0.73626375,0.29263794,0.61812776,0.5609756,0.42682928
Overall_Shooting%,2007 - 2008,Erick Dampier,0.6425993,0.0,0.5753425,0.25071225,0.61938536,1.4722222,0.33333334
Overall_Shooting%,2002 - 2003,Shawn Bradley,0.536,0.0,0.8011364,0.3136915,0.6195652,2.0987654,0.80246913
Overall_Shooting%,2012 - 2013,Greg Smith,0.620438,0.0,0.6230769,0.3791768,0.61975306,0.5714286,0.25714287
Overall_Shooting%,2018 - 2019,Ivica Zubac,0.55936676,0.0,0.8015873,0.5051477,0.619802,0.86440676,0.23728813
Overall_Shooting%,2009 - 2010,Carl Landry,0.5359828,0.33333334,0.8056206,0.54396695,0.62013227,0.7875,0.6875
Overall_Shooting%,2015 - 2016,Hassan Whiteside,0.60557187,0.0,0.65045595,0.4893427,0.62017804,3.6849315,0.60273975
Overall_Shooting%,2010 - 2011,Amir Johnson,0.5676768,0.0,0.7875,0.37136996,0.62042683,1.2222222,0.7361111
Overall_Shooting%,2004 - 2005,Amar'e Stoudemire,0.55913174,0.1875,0.73333335,0.7202216,0.6208663,1.625,0.9625
Overall_Shooting%,2011 - 2012,Nick Collison,0.5970149,0.0,0.7096774,0.21732476,0.6212121,0.44444445,0.52380955
Overall_Shooting%,2016 - 2017,Salah Mejri,0.6423358,0.33333334,0.59016395,0.23533311,0.62189054,0.8356164,0.43835616
Overall_Shooting%,2009 - 2010,Amir Johnson,0.6227545,0.0,0.6375839,0.3517588,0.6221766,0.80487806,0.5365854
Overall_Shooting%,2017 - 2018,DeAndre Jordan,0.6453287,0.0,0.5801282,0.38247308,0.6224719,0.9220779,0.5064935
Overall_Shooting%,2013 - 2014,Robin Lopez,0.55124223,0.0,0.8181818,0.3488685,0.6234498,1.695122,0.30487806
Overall_Shooting%,1999 - 2000,Dikembe Mutombo,0.5619546,0.0,0.7078385,0.31568363,0.62374246,3.2804878,0.3292683
Overall_Shooting%,2007 - 2008,David Lee,0.5517799,0.0,0.8185654,0.3718482,0.62427074,0.3580247,0.67901236
Overall_Shooting%,2012 - 2013,Nick Collison,0.5945946,0.0,0.7692308,0.26028177,0.6243386,0.37037036,0.6296296
Overall_Shooting%,2009 - 2010,Chris Andersen,0.56573707,0.0,0.69491524,0.264338,0.6244898,1.8815789,0.55263156
Overall_Shooting%,2007 - 2008,Andris Biedrins,0.626151,0.0,0.62032086,0.38300535,0.6246575,1.2368422,0.7368421
Overall_Shooting%,2006 - 2007,Erick Dampier,0.6257485,0.0,0.6230366,0.28041774,0.6247619,1.0789474,0.31578946
Overall_Shooting%,2018 - 2019,Domantas Sabonis,0.59,0.5294118,0.71477664,0.56731033,0.625,0.4054054,0.6486486
Overall_Shooting%,2012 - 2013,Carl Landry,0.5398671,0.33333334,0.8168498,0.46595937,0.62528473,0.38271606,0.43209878
Overall_Shooting%,2009 - 2010,Corey Maggette,0.51580137,0.26,0.8348457,0.66647446,0.62542033,0.057142857,0.74285716
Overall_Shooting%,2017 - 2018,Zaza Pachulia,0.56439394,0.0,0.8064516,0.38382384,0.6256983,0.24637681,0.5507246
Overall_Shooting%,2017 - 2018,Clint Capela,0.6523669,0.0,0.56031126,0.50437516,0.6263383,1.8648648,0.7837838
Overall_Shooting%,2017 - 2018,Jordan Bell,0.62702703,0.0,0.6818182,0.32389665,0.62660944,0.98245615,0.61403507
